ID,TITLE,LINK,ADDRESS,SALARY,EXPERIENCE,LEVEL,LOCATION,JOB_NAME
618,Nhân Viên Tư Vấn Tại Văn Phòng (Telesales) - Đi Làm Ngay,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-tai-van-phong-telesales-di-lam-ngay-tp-hcm-100172471.html,"Tầng 1, toà nhà Genpacific, Công Viên Phần Mềm Quang Trung, Số 1 Tô Ký, Phường Tân Chánh Hiệp, Quận 12, Thành phố Hồ Chí Minh",8 - 15 triệu ( + Hoa hồng từ 8% đến 11%),Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Kinh doanhHành chính/Thư ký/Trợ lýChăm sóc khách hàng
619,Biên Tập Viên - Hồ Chí Minh,https://timviecnhanh.com/tuyen-bien-tap-vien-ho-chi-minh-tp-hcm-100173236.html,"160-162 Lê Hồng Phong, Phường 03, Quận 5, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Báo chí/Biên tập viênHành chính/Thư ký/Trợ lýQuảng cáo/Marketing/PR
620,Nhân Sự Quản Lý Tiến Độ Sản Xuất,https://timviecnhanh.com/tuyen-nhan-su-quan-ly-tien-do-san-xuat-tp-hcm-100181736.html,"4426 Nguyễn Cửu Phú, Khu phố 4, Phường Tân Tạo A, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",9 - 15 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Sản xuất/Vận hành sản xuấtHành chính/Thư ký/Trợ lýCơ khí/Kĩ thuật ứng dụng
621,Sale Admin (Nhân Viên Hỗ Trợ Kinh Doanh),https://timviecnhanh.com/tuyen-sale-admin-nhan-vien-ho-tro-kinh-doanh-tp-hcm-100177323.html,"24 Nguyễn Ảnh Thủ, Phường Trung Mỹ Tây, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",8 - 12 triệu ( + Hoa hồng từ 10% đến 30%),Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Lao động phổ thôngKinh doanhHành chính/Thư ký/Trợ lý
622,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100184304.html,"87-89 Lê Văn Quới, Khu phố 3, Phường Bình Trị Đông, Quận Bình Tân, Thành phố Hồ Chí Minh",7 - 10 triệu,Chưa có kinh nghiệm,Không yêu cầu,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
623,Nhân Viên Sale Admin Làm Việc Tại Văn Phòng,https://timviecnhanh.com/tuyen-nhan-vien-sale-admin-lam-viec-tai-van-phong-tp-hcm-100184200.html,110/43/2/5 Bà Hom P13 Q6,7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánKinh doanhHành chính/Thư ký/Trợ lý
624,Hrbp Staff - Nhân Viên Bộ Phận Nhân Sự,https://timviecnhanh.com/tuyen-hrbp-staff-nhan-vien-bo-phan-nhan-su-tp-hcm-100176016.html,23/F. Saigon Trade Center. 37 Ton Duc Thang. D.1. HCMC. Vietnam,7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Nhân sựTài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
625,Nhân Viên Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-tp-hcm-100178088.html,"2 Đường 31 Trần Não, Khu phố 2 - Phường An Khánh - Thành phố Thủ Đức - TP Hồ Chí Minh.",10 - 15 triệu,1 năm,Không yêu cầu,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýQuản lý điều hành
626,Kế Toán Viên,https://timviecnhanh.com/tuyen-ke-toan-vien-tp-hcm-100182555.html,"635 Trần Hưng Đạo, Phường 01, Quận 5, Thành phố Hồ Chí Minh",7 - 10 triệu,1 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýY tế
627,[Vinbus] Nhân Viên Kế Toán Kiêm Thủ Quỹ Tại Quận 9 Thủ Đức HCM,https://timviecnhanh.com/tuyen-vinbus-nhan-vien-ke-toan-kiem-thu-quy-tai-quan-9-thu-duc-hcm-tp-hcm-100183910.html,"Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Hà Nội.",11 - 15 triệu,2 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
628,Nhân Viên Kế Toán Tổng Hợp,https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-tong-hop-tp-hcm-100176129.html,215E17 Nguyễn Văn Hưởng - Phường Thảo Điền - Thành phố Thủ Đức - TP Hồ Chí Minh,12 - 15 triệu,3 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thương
629,Nhân Viên Tư Vấn Qua Điện Thoại - Quận Bình Thạnh,https://timviecnhanh.com/tuyen-nhan-vien-tu-van-qua-dien-thoai-quan-binh-thanh-tp-hcm-100167059.html,"Số 9 Đường Nguyễn Hữu Cảnh, Phường 19, Quận Bình Thạnh, TP.HCM",7 - 10 triệu,Không yêu cầu kinh nghiệm,Không yêu cầu,TP.HCM,Chăm sóc khách hàngKinh doanhHành chính/Thư ký/Trợ lý
630,Nhân Viên Kế Toán - Không Yêu Cầu Kinh Nghiệm (Làm Việc Ở Bình Thạnh),https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-khong-yeu-cau-kinh-nghiem-lam-viec-o-binh-thanh-tp-hcm-100178777.html,"Thửa đất số 706, Tờ bản đồ số 42, ấp Đồng Tâm - Xã Tam Lập - Huyện Phú Giáo - Bình Dương.",5 - 7 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
631,Chuyên Viên Tuyển Dụng Tại Hà Nội - 9-12Tr,https://timviecnhanh.com/tuyen-chuyen-vien-tuyen-dung-tai-ha-noi-9-12tr-ha-noi-100176954.html,"Toà nhà Capital, 109 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",10 - 12 triệu,2 năm,Đại học,Hà NộiTP.HCM,Nhân sựHành chính/Thư ký/Trợ lýKinh doanh
632,Kế Toán Trưởng,https://timviecnhanh.com/tuyen-ke-toan-truong-tp-hcm-100172414.html,"Số 93 Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",15 - 20 triệu,4 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánNhân sựHành chính/Thư ký/Trợ lý
633,Nhân Viên Hành Chánh Nhân Sự,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chanh-nhan-su-tp-hcm-100177638.html,"403 Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, TPHCM",7 - 10 triệu,2 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toánPG/PB/Lễ tân
634,Nhân Viên Nhân Sự - Tuyển Dụng,https://timviecnhanh.com/tuyen-nhan-vien-nhan-su-tuyen-dung-tp-hcm-100181098.html,"Lô III-26, Nhóm CN III, Đường 19/5A, Khu CN Tân Bình, P.Tây Thạnh, Q.Tân Phú, TP.HCM",8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýKhu chế xuất/Khu công nghiệp
635,Sales Admin Dự Án,https://timviecnhanh.com/tuyen-sales-admin-du-an-tp-hcm-100181379.html,"65 Đăng Như Mai, P. Thanh Mỹ Lợi, Tp. Thủ Đức",9 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýKinh doanhXuất - Nhập khẩu/Ngoại thương
636,Lễ Tân Kiêm Hành Chính Văn Phòng (Làm Việc Tại Thị Trấn Củ Chi),https://timviecnhanh.com/tuyen-le-tan-kiem-hanh-chinh-van-phong-lam-viec-tai-thi-tran-cu-chi-tp-hcm-100181131.html,"262 Tỉnh lộ 8, Khu phố 4, Thị trấn Củ Chi, Huyện Củ Chi, Tp. HCM",7 - 10 triệu,Dưới 1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýPG/PB/Lễ tânNhân sự
637,Digital Marketing (Từ 10 Tr - 13Tr),https://timviecnhanh.com/tuyen-digital-marketing-tu-10-tr-13tr-tp-hcm-100178117.html,"56/70 Dương Bá Trạc, Phường 2, Quận 8, HCM",10 - 13 triệu,1 năm,Đại học,TP.HCM,Quảng cáo/Marketing/PRHành chính/Thư ký/Trợ lý
638,Nhân Viên Kinh Doanh Thu Nhập Trên 10 Triệu,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-thu-nhap-tren-10-trieu-tp-hcm-100176501.html,"Số nhà 409/108 Đường Dĩ An, Khu Phố Bình Đường 4, Phường An Bình, Thành phố Dĩ An, Tỉnh Bình Dương, Việt Nam",10 - 14 triệu ( + Hoa hồng từ 3% đến 20%),Dưới 1 năm,Trung cấp,TP.HCMBình Dương,Kinh doanhBán hàngHành chính/Thư ký/Trợ lý
639,Trợ Lý Kinh Doanh (Sales Admin),https://timviecnhanh.com/tuyen-tro-ly-kinh-doanh-sales-admin-tp-hcm-100180680.html,"Tầng 19, khu A, Indochina Park Tower, 4 Nguyễn Đình Chiểu - Phường Đa Kao - Quận 1 - TP Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCMBình Dương,Hành chính/Thư ký/Trợ lýKinh doanhKho vận/Vật tư/Thu mua
640,Trợ Lý Sản Xuất,https://timviecnhanh.com/tuyen-tro-ly-san-xuat-tp-hcm-100174109.html,"Toà Nhà Viruco, số 38/12 Nguyễn Văn Trỗi, P15, Quận Phú Nhuận",15 - 20 triệu,5 năm,Đại học,TP.HCM,Sản xuất/Vận hành sản xuấtHành chính/Thư ký/Trợ lý
641,Kế Toán Tổng Hợp- Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-di-lam-ngay-tp-hcm-100176632.html,"12 Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh",11 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýQuản lý điều hành
642,Nhân Viên Văn Phòng (Làm Việc Tại Quận 7),https://timviecnhanh.com/tuyen-nhan-vien-van-phong-lam-viec-tai-quan-7-tp-hcm-100176864.html,"Khu A, Lô L 20b-22-24a, đường số 10, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Dưới 1 năm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýNgoại ngữXuất - Nhập khẩu/Ngoại thương
643,Thư Ký Văn Phòng – Sale Admin,https://timviecnhanh.com/tuyen-thu-ky-van-phong-sale-admin-tp-hcm-100178516.html,"75-77,Caltmete ,P.Nguyễn Thái Bình, Quận 1, Tp.HCM",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýKinh doanhChăm sóc khách hàng
644,Thư Ký Tổng Giám Đốc,https://timviecnhanh.com/tuyen-thu-ky-tong-giam-doc-tp-hcm-100176429.html,"24 - 26 Đường số 8B, Phường An Phú, Quận 2, Thành phố Thủ Đức",15 - 20 triệu,2 năm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựQuản lý điều hành
645,Nhân Viên Chứng Từ,https://timviecnhanh.com/tuyen-nhan-vien-chung-tu-tp-hcm-100183539.html,"Số 10, đường số 30, P.Linh Đông, Q.Thủ Đức, Thành phố Hồ Chí Minh",8 - 11 triệu,1 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýXuất - Nhập khẩu/Ngoại thương
646,Nhân Viên Kinh Doanh / Chăm Sóc Khách Hàng,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-cham-soc-khach-hang-tp-hcm-100143074.html,"21A đường Cầu Xây, phường Tân Phú, TP Thủ Đức, TP Hồ Chí Minh",7 - 10 triệu ( + Hoa hồng từ 15% đến 20%),Dưới 1 năm,Trung cấp,TP.HCM,Kinh doanhHành chính/Thư ký/Trợ lýChăm sóc khách hàng
647,Nhân Viên Văn Phòng Tiếng Anh Tại Quận 1,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-tieng-anh-tai-quan-1-tp-hcm-100183852.html,"41/3-41/4 Bis, Trần Nhật Duật, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Ngoại ngữGiáo dục/Đào tạo/Thư việnHành chính/Thư ký/Trợ lý
648,Hành Chính Nhân Sự - Tuyển Dụng,https://timviecnhanh.com/tuyen-hanh-chinh-nhan-su-tuyen-dung-tp-hcm-100174778.html,"16 đường 71, P. Tân Quy, Q7, TP Hồ Chí Minh",12 - 17 triệu,5 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lý
649,Trưởng Phòng Quản Trị Nhân Sự & Hành Chánh,https://timviecnhanh.com/tuyen-truong-phong-quan-tri-nhan-su-hanh-chanh-tp-hcm-100186813.html,"Lầu 6, 455 Tô Hiến Thành, Phường 14, Quận 10, Tp HCM",20 - 25 triệu,5 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýTài chính/Kế toán/Kiểm toán
650,Kế Toán Nội Bộ - Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-di-lam-ngay-tp-hcm-100175524.html,"52B, Lâm Văn Bền, Phường Tân Kiểng, Quận 7",8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
651,Nhân Viên Thu Ngân Tại Đại Siêu Thị Mẹ Và Bé Citymom,https://timviecnhanh.com/tuyen-nhan-vien-thu-ngan-tai-dai-sieu-thi-me-va-be-citymom-tp-hcm-100177417.html,"92H hậu giang, phường 6 quận 6.",7 - 12 triệu,Không yêu cầu kinh nghiệm,Trung học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýBán hàng
652,Nhân Viên Kinh Doanh Dự Án Lương Trên 10 Triệu + Hoa Hồng,https://timviecnhanh.com/tuyen-nhan-vien-kinh-doanh-du-an-luong-tren-10-trieu-hoa-hong-tp-hcm-100182771.html,"Số 33 Võ Văn Dũng, P.Ô chợ Dừa, Q.Đống Đa, Hà Nội, và 81CMT8, P bến Thành, Q1, TP HCM",10 - 12 triệu,1 năm,Trung cấp,TP.HCMHà Nội,Kinh doanhHành chính/Thư ký/Trợ lýKhu chế xuất/Khu công nghiệp
653,Kế Toán Kho - Thu Nhập Lến Đến 12 Triệu,https://timviecnhanh.com/tuyen-ke-toan-kho-thu-nhap-len-den-12-trieu-long-an-100176897.html,"Lô số 10, đường số 1, Cụm Công nghiệp Hoàng Gia, ấp Mới 2, Xã Mỹ Hạnh Nam, Huyện Đức Hoà, Tỉnh Long An, Việt Nam",8 - 12 triệu,Dưới 1 năm,Cao đẳng,Long AnTP.HCM,Kho vận/Vật tư/Thu muaTài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
654,Nhân Viên Hành Chính Nhân Sự Tổng Hợp - Tuyển Dụng,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-nhan-su-tong-hop-tuyen-dung-tp-hcm-100187042.html,"258 Nghĩa Phát, Phường 6, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",15 - 20 triệu,5 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýQuản lý điều hành
655,Thư Ký Văn Phòng - Quận 3,https://timviecnhanh.com/tuyen-thu-ky-van-phong-quan-3-tp-hcm-100164355.html,"123 Nguyễn Đình Chiểu, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Hành chính/Thư ký/Trợ lýNhân sựPG/PB/Lễ tân
656,Kế Toán Tổng Hợp - Đi Làm Ngay,https://timviecnhanh.com/tuyen-ke-toan-tong-hop-di-lam-ngay-tp-hcm-100176538.html,"Thành phố Hồ Chí Minh, Việt Nam",15 - 20 triệu,3 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýQuản lý điều hành
657,Trợ Lý Phòng Kinh Doanh (Tương Đương Phó Phòng Kinh Doanh)- Đi Làm Ngay,https://timviecnhanh.com/tuyen-tro-ly-phong-kinh-doanh-tuong-duong-pho-phong-kinh-doanh-di-lam-ngay-tp-hcm-100185368.html,"Lầu 3, Tòa nhà SFC, Số 9 Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh,",15 - 20 triệu,3 năm,Đại học,TP.HCM,Hành chính/Thư ký/Trợ lýQuản lý điều hànhKinh doanh
658,[Gò Vấp] Nhân Viên Kế Toán Nội Bộ (10 - 12 Triệu),https://timviecnhanh.com/tuyen-go-vap-nhan-vien-ke-toan-noi-bo-10-12-trieu-tp-hcm-100176567.html,"350/20 Nguyễn Văn Lượng, P.16, Q.Gò Vấp, Tp.HCM",10 - 12 triệu,2 năm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýChăm sóc khách hàng
659,Nhân Viên Xử Lý Dữ Liệu Tiếng Anh [Data Processor],https://timviecnhanh.com/tuyen-nhan-vien-xu-ly-du-lieu-tieng-anh-data-processor-tp-hcm-100183717.html,"Lầu 2, cao ốc Đinh Lễ - 1 Đinh Lễ, P.12, Quận 4, Tp.HCM",7 - 10 triệu,Dưới 1 năm,Đại học,TP.HCM,Công nghệ thông tinBiên dịch/Phiên dịchHành chính/Thư ký/Trợ lý
660,Kế Toán Giá Thành Làm Tại Đức Hòa Long An,https://timviecnhanh.com/tuyen-ke-toan-gia-thanh-lam-tai-duc-hoa-long-an-long-an-100186290.html,"Số 1 Khu Villa Sài Gòn 523 Tô Hiến Thành, P.14, Q. 10, Tp. HCM",12 - 15 triệu,1 năm,Trung cấp,Long AnTP.HCM,Tài chính/Kế toán/Kiểm toánNgân hàng/Chứng khoán/Đầu tưHành chính/Thư ký/Trợ lý
661,Nha Khoa Kim - Chuyên Viên Tuyển Dụng,https://timviecnhanh.com/tuyen-nha-khoa-kim-chuyen-vien-tuyen-dung-tp-hcm-100184001.html,"CN HCM  33 Lê Văn Duyệt Phường 3 Quận Bình Thạnh TP HCM     -   CN HN :162A Tôn Đức Thắng, Hàng Bột, Đống Đa, Hà Nội",15 - 20 triệu,3 năm,Cao đẳng,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýY tế
662,Nhân Viên Văn Phòng,https://timviecnhanh.com/tuyen-nhan-vien-van-phong-tp-hcm-100033245.html,"683-685 Điện Biên Phủ, P. 25, Q. Bình Thạnh",7 - 10 triệu,Chưa có kinh nghiệm,Đại học,TP.HCMĐồng Nai,Hành chính/Thư ký/Trợ lýNhân sựKho vận/Vật tư/Thu mua
663,Kế Toán Nội Bộ,https://timviecnhanh.com/tuyen-ke-toan-noi-bo-tp-hcm-100178451.html,"Văn phòng 02, tầng 8, tòa nhà Pearl Plaza, số 561A. Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",6 - 8 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
664,Nhân Viên Quản Lý Kênh Thương Mại Điện Tử,https://timviecnhanh.com/tuyen-nhan-vien-quan-ly-kenh-thuong-mai-dien-tu-tp-hcm-100179282.html,"Số 26A Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, TP.Hồ Chí Minh",7 - 10 triệu,1 năm,Cao đẳng,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinHành chính/Thư ký/Trợ lý
665,"Nhân Viên Kế Toán Thanh Toán / Công Nợ - Phú Nhuận, HCM",https://timviecnhanh.com/tuyen-nhan-vien-ke-toan-thanh-toan-cong-no-phu-nhuan-hcm-tp-hcm-100170842.html,"Thửa đất số 1183, Đường Võ Minh Đức, Phường Phú Thọ, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",7 - 10 triệu,1 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýNgân hàng/Chứng khoán/Đầu tư
666,Giám Sát Nhân Sự Tại Khu Vực HCM,https://timviecnhanh.com/tuyen-giam-sat-nhan-su-tai-khu-vuc-hcm-tp-hcm-100182467.html,"Phòng 202, Tòa nhà 57, 57 Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",8 - 10 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýQuản lý điều hành
667,Sales Admin (Trợ Lý Kinh Doanh),https://timviecnhanh.com/tuyen-sales-admin-tro-ly-kinh-doanh-tp-hcm-100185644.html,"số 168a quốc lộ 1A, KP3, phường An Phú Đông, quận 12, Tp HCM",7 - 10 triệu,Chưa có kinh nghiệm,Cao đẳng,TP.HCM,Kinh doanhHành chính/Thư ký/Trợ lýChăm sóc khách hàng
668,Kế Toán Công Nợ,https://timviecnhanh.com/tuyen-ke-toan-cong-no-tp-hcm-100179302.html,"Số 26A Trần Đại Nghĩa, Phường Tân Tạo A, Quận Bình Tân, TP.Hồ Chí Minh",8 - 10 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKinh doanh
669,Nhân Viên Hành Chính Văn Phòng.,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-van-phong-tp-hcm-100185219.html,"Số 68 – 70 Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh",10 - 12 triệu,Không yêu cầu kinh nghiệm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýBán hàngChăm sóc khách hàng
670,Kế Toán Bán Hàng,https://timviecnhanh.com/tuyen-ke-toan-ban-hang-tp-hcm-100177205.html,"36 Quang Trung, Phường Hiệp Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",10 - 12 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
671,Nhân Viên Hành Chính Nhân Sự,https://timviecnhanh.com/tuyen-nhan-vien-hanh-chinh-nhan-su-tp-hcm-100176525.html,696 Lê Trọng Tấn . P Bình Hưng Hoà. Q Bình Tân,9 - 12 triệu,2 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýLuật/Pháp lý
672,Trợ Lý Sản Xuất Ngành Hàng Thời Trang Nữ,https://timviecnhanh.com/tuyen-tro-ly-san-xuat-nganh-hang-thoi-trang-nu-tp-hcm-100185745.html,"218/20 Đường Phú Thọ Hòa, Phường Phú Thọ Hoà, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",8 - 12 triệu,1 năm,Cao đẳng,TP.HCM,Sản xuất/Vận hành sản xuấtHành chính/Thư ký/Trợ lýDệt may
673,Sale Admin,https://timviecnhanh.com/tuyen-sale-admin-tp-hcm-100183577.html,"7/14/17 Đường 182, Phường Tăng Nhơn Phú A, Thành phố Thủ đức, TP Hồ Chí Minh",7 - 10 triệu,Dưới 1 năm,Trung cấp,TP.HCM,Hành chính/Thư ký/Trợ lýChăm sóc khách hàngTài chính/Kế toán/Kiểm toán
674,Kế Toán Bán Hàng Và Kho Có Kinh Nghiệm,https://timviecnhanh.com/tuyen-ke-toan-ban-hang-va-kho-co-kinh-nghiem-tp-hcm-100180674.html,"Tầng 19, khu A, Indochina Park Tower, 4 Nguyễn Đình Chiểu - Phường Đa Kao - Quận 1 - TP Hồ Chí Minh",7 - 10 triệu,1 năm,Trung cấp,TP.HCMBình Dương,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lýKho vận/Vật tư/Thu mua
675,Kế Toán Thanh Toán - Phú Nhuận,https://timviecnhanh.com/tuyen-ke-toan-thanh-toan-phu-nhuan-tp-hcm-100181179.html,"số 8 đường 8A, khu dân cư Trung Sơn, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",14 - 16 triệu,3 năm,Đại học,TP.HCM,Tài chính/Kế toán/Kiểm toánKho vận/Vật tư/Thu muaHành chính/Thư ký/Trợ lý
676,Nhân Viên Marketing (Đi Làm Ngay),https://timviecnhanh.com/tuyen-nhan-vien-marketing-di-lam-ngay-tp-hcm-100182689.html,"Tầng 7, tòa nhà VNPT, số 1487 Nguyễn Văn Linh - Phường Tân Phong - Quận 7 - TP Hồ Chí Minh",12 - 17 triệu,1 năm,Đại học,TP.HCM,Quảng cáo/Marketing/PRCông nghệ thông tinHành chính/Thư ký/Trợ lý
677,Trưởng Phòng Hành Chính Nhân Sự,https://timviecnhanh.com/tuyen-truong-phong-hanh-chinh-nhan-su-tp-hcm-100182211.html,Số 177 Đường Nguyễn Thị Nhung - Phường Hiệp Bình Phước - Thành Phố Thủ Đức,12 - 15 triệu,3 năm,Đại học,TP.HCM,Nhân sựHành chính/Thư ký/Trợ lýQuản lý điều hành
678,Nhân Viên Tính Năng Suất Lao Động,https://timviecnhanh.com/tuyen-nhan-vien-tinh-nang-suat-lao-dong-tp-hcm-100182086.html,"Lô Q.06~12A, Đường 18, Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",7 - 10 triệu,Không yêu cầu kinh nghiệm,Cao đẳng,TP.HCM,Tài chính/Kế toán/Kiểm toánHành chính/Thư ký/Trợ lý
